'32000283;7.8;4.75;2.6;5.75;3.5;4.5;0;0;0
'32000284;4.8;6;3;0;0;0;5.75;8.25;9
'32000285;3.4;5.75;2.8;0;0;0;3.75;7.75;8.25
'32000286;6.2;5.5;2.8;0;0;0;3.5;5.25;8.25
'32000287;8.4;7.25;3.8;0;0;0;6.75;8.25;8.75
'32000288;0;0;0;0;0;0;0;0;0
'32000289;8;6.25;3.2;5;7.25;5;0;0;0
'32000290;8;6.5;3.6;6.25;7.5;5.25;0;0;0
'32000291;6;6.75;2.8;0;0;0;4.75;7.75;8.5
'32000292;8;5.25;2.4;7.5;7;5.5;0;0;0
'32000293;8.6;0;0;8.25;5.5;0;0;0;0
'32000294;8;8;2.6;0;0;0;9;6.5;8.25
'32000295;7.6;6.25;3.8;8.25;8.25;3.75;0;0;0
'32000296;6.6;6.75;4;0;0;0;6.75;8;8
'32000297;7.4;0;0;6.75;7.5;0;0;0;0
'32000298;4.2;6;3.4;0;0;0;2.25;7;8.5
'32000299;4.8;6.25;3.2;0;0;0;5.5;7.25;8.5
'32000300;5.6;6.75;4.2;0;0;0;5.5;8.5;6.5
'32000301;0;6.5;0;0;0;0;8.5;7.25;0
'32000302;4;6;3.4;0;0;0;5;7.25;8
'32000303;7.4;6.5;4.6;0;0;0;2;7.75;7.75
'32000304;5;4.25;3;0;0;0;5;6.5;7.75
'32000305;7;0;0;6;8;0;0;0;0
'32000306;2.8;5.25;3.8;0;0;0;4.25;7;7.5
'32000307;4.8;5;2.4;0;0;0;3.25;6.5;7
'32000308;8;5.5;5;7.75;8;4.25;0;0;0
'32000309;8.6;4.75;5.8;5.25;4;4.25;0;0;0
'32000310;8.2;6;2.8;8.25;7.5;5.75;0;0;0
'32000311;6;5.75;3;0;0;0;4.25;7;7.75
'32000312;7.8;6;2.4;5.25;5.25;4.5;0;0;0
'32000313;0;0;0;0;0;0;0;0;0
'32000314;4.2;6.5;3;0;0;0;6;7.5;8.5
'32000315;8;5;5.2;0;0;0;8;7.75;8.75
'32000316;4.6;6.5;0;0;0;0;5.25;6;0
'32000317;5.6;6.75;0;0;0;0;9.5;9.5;0
'32000318;4.8;6.25;4.4;0;0;0;4.25;8;8.5
